,detuning,fidelity
0,-2000000.0,0.9553552551271568
1,-1555555.5555555555,0.9731281694133779
2,-1111111.111111111,0.9872838447174812
3,-666666.6666666667,0.992890036343037
4,-222222.22222222225,0.9964774105087103
5,222222.22222222202,0.9985241170685587
6,666666.6666666665,0.9945024124476672
7,1111111.111111111,0.9895363507829024
8,1555555.5555555555,0.9771257164690312
9,2000000.0,0.9702437574565619
